id,chunk_text,ticket_subject,ticket_type,ticket_priority,ticket_channel,ticket_status,product_purchased,date_ts,customer_satisfaction_rating,age_band,issue_family,issue_severity,needs_immediate_attention
1315,Minor preference. The default font size in GoPro Hero seems a bit small to me. I know I can change it in settings but wanted to mention it as feedback. Not urgent,Minor preference,Technical issue,Low,Web,Closed,Apple MacBook Pro,1709596800,1,35-44,technical,low,false
7317,Accidental purchase. I accidentally bought the wrong LG Smart TV version and need a refund so I can buy the right one. The amount is $59.99 and I have not opened the packaging,Accidental purchase,Refund request,Medium,Chat,Closed,Adobe Creative Cloud,1712707200,2,35-44,refund,normal,false
5948,Future consideration. I might be interested in iPhone 15 at some point in the future. Is it available in my region and roughly what does it cost? No rush on a response,Future consideration,Product inquiry,Low,Web,Pending Customer Response,LG Smart TV,1709596800,5,45-54,product,low,false
6414,Multiple unauthorized charges. I found 7 unauthorized charges for HP LaserJet Printer on my account totaling $599.99. I never signed up for this. I need all charges reversed immediately,Multiple unauthorized charges,Refund request,Critical,Chat,Open,Fitbit Charge 6,1705276800,5,35-44,refund,urgent,true
7329,Accidental purchase. I accidentally bought the wrong iPhone 15 version and need a refund so I can buy the right one. The amount is $149.99 and I have not opened the packaging,Accidental purchase,Refund request,Medium,Email,Closed,Amazon Echo,1709596800,2,18-24,refund,normal,false
873,Software bug. There is a bug in HP LaserJet Printer where the formatting gets messed up when I paste text. Does not happen every time. I found a workaround but it is a bit tedious,Software bug,Technical issue,Medium,Phone,Open,iPhone 15,1708387200,2,35-44,technical,normal,false
3851,Overdue cancellation. I need to cancel my Google Pixel 8 subscription as soon as possible. I have been meaning to do this for a while and keep forgetting. I do not want to be charged again,Overdue cancellation,Cancellation request,High,Social media,Pending Customer Response,Amazon Echo,1708387200,5,35-44,cancellation,urgent,false
5469,Product comparison. I am trying to decide between HP LaserJet Printer and Enterprise Suite for my business. Could you help me understand the main differences between the two?,Product comparison,Product inquiry,Medium,Phone,Open,LG Smart TV,1712707200,5,35-44,product,normal,false
5952,Future consideration. I might be interested in Apple MacBook Pro at some point in the future. Is it available in my region and roughly what does it cost? No rush on a response,Future consideration,Product inquiry,Low,Web,Pending Customer Response,Samsung Galaxy S23,1705276800,2,18-24,product,low,false
8023,Setup problem. I just purchased Adobe Creative Cloud and am having trouble getting it configured properly. The setup guide is not very clear and I cannot get past the initial configuration screen,Setup problem,Technical issue,Medium,Web,Open,iPhone 15,1712707200,1,25-34,technical,normal,false
2966,"Payment history. I would like to download my payment history for Nintendo Switch for my own records. No rush on this at all, just for personal accounting purposes",Payment history,Billing inquiry,Low,Web,Open,GoPro Hero,1709596800,3,35-44,billing,low,false
3392,Urgent account closure. I need my Nintendo Switch account closed today. There has been suspicious activity and I do not feel safe keeping the account open. Please act on this urgently,Urgent account closure,Cancellation request,Critical,Chat,Open,Autodesk AutoCAD,1708387200,4,65+,cancellation,urgent,true
5416,Feature verification. Before purchasing Adobe Creative Cloud I need to confirm it supports API integration as this is a hard requirement for our team. Please let me know as soon as you can,Feature verification,Product inquiry,High,Phone,Closed,Adobe Creative Cloud,1705276800,2,55-64,product,urgent,false
2561,Discount missing. I used a promo code when I signed up for Autodesk AutoCAD but I do not see the discount on my first bill. Can you check whether it was applied properly?,Discount missing,Billing inquiry,Medium,Social media,Open,Autodesk AutoCAD,1705276800,,35-44,billing,normal,false
1571,Large unauthorized charge. There is a charge of $999.00 on my account that I did not authorize. I have never purchased anything that expensive from you. I need this reversed today,Large unauthorized charge,Billing inquiry,Critical,Chat,Pending Customer Response,GoPro Hero,1705276800,,25-34,billing,urgent,true
2636,Tax question. I have a question about the tax on my Adobe Creative Cloud invoice. The rate seems higher than I expected. Could you clarify how the tax was calculated?,Tax question,Billing inquiry,Medium,Social media,Pending Customer Response,Amazon Echo,1705276800,2,35-44,billing,normal,false
5257,Bulk purchase. I am looking to purchase Adobe Creative Cloud for 100 users and need a formal quote. We have a procurement deadline at the end of the week,Bulk purchase,Product inquiry,High,Chat,Pending Customer Response,Dell XPS Laptop,1709596800,,65+,product,urgent,false
3531,Cannot cancel online. I have been trying to cancel my Google Pixel 8 subscription for 30 days but the cancel button on the portal does not work. I keep getting charged. Please help,Cannot cancel online,Cancellation request,High,Social media,Open,Apple MacBook Pro,1730419200,,35-44,cancellation,urgent,false
376,Critical error. Getting a critical error 404_DEVICE on LG Smart TV every time I try to open it. Cannot get past the login screen. My entire team is blocked,Critical error,Technical issue,Critical,Phone,Closed,Fitbit Charge 6,1705276800,5,25-34,technical,urgent,true
1909,Business suspended. Our company account has been suspended due to a billing error on your end. All 25 of my staff cannot work. This needs to be fixed today,Business suspended,Billing inquiry,Critical,Chat,Closed,HP LaserJet Printer,1730419200,4,65+,billing,urgent,true
4430,Future cancel inquiry. I am thinking about cancelling my Google Pixel 8 subscription at some point in the next few months. Can you let me know what the process involves?,Future cancel inquiry,Cancellation request,Low,Web,Pending Customer Response,LG Smart TV,1705276800,,25-34,cancellation,low,false
7261,Accidental purchase. I accidentally bought the wrong LG Smart TV version and need a refund so I can buy the right one. The amount is $59.99 and I have not opened the packaging,Accidental purchase,Refund request,Medium,Web,Open,iPhone 15,1712707200,1,35-44,refund,normal,false
7923,Billing correction needed. There seems to be an error on my iPhone 15 account where I was charged $49.99 that I should not have been. I would like this amount returned to me,Billing correction needed,Refund request,Medium,Chat,Open,Dell XPS Laptop,1709596800,3,65+,refund,normal,false
4028,Switching provider. Please cancel my Autodesk AutoCAD subscription. I have found another solution that works better for my needs. Would like the cancellation confirmed by email,Switching provider,Cancellation request,Medium,Social media,Pending Customer Response,LG Smart TV,1709596800,5,65+,cancellation,normal,false
6462,Dangerous defective product. My iPhone 15 overheated and caused damage to my desk. I need an immediate full refund of $49.99 and I will also be filing a safety complaint,Dangerous defective product,Refund request,Critical,Chat,Closed,Amazon Echo,1730419200,,25-34,refund,urgent,true
1605,Large unauthorized charge. There is a charge of $1299.00 on my account that I did not authorize. I have never purchased anything that expensive from you. I need this reversed today,Large unauthorized charge,Billing inquiry,Critical,Phone,Closed,GoPro Hero,1730419200,1,25-34,billing,urgent,true
1119,Slow updates. Updates on Apple MacBook Pro take much longer than they used to. What used to take 5 minutes now takes 30. The device still works fine otherwise,Slow updates,Technical issue,Medium,Social media,Open,LG Smart TV,1705276800,,18-24,technical,normal,false
3678,Unresolved issues. I want to cancel my LG Smart TV subscription. I have had ongoing technical issues for 6 months that have not been fixed despite multiple support tickets,Unresolved issues,Cancellation request,High,Social media,Closed,Dell XPS Laptop,1705276800,2,25-34,cancellation,urgent,false
3491,Stop all charges. Please stop all charges to my account for Microsoft Office 365 immediately. My financial details were compromised and I cannot have any more transactions going through,Stop all charges,Cancellation request,Critical,Phone,Closed,Adobe Creative Cloud,1708387200,2,35-44,cancellation,urgent,true
8154,Casual refund inquiry. I bought Adobe Creative Cloud a few months back and just never got around to using it. I realize it might be too late for a return but thought I would ask about my options,Casual refund inquiry,Refund request,Low,Email,Open,Dell XPS Laptop,1705276800,3,18-24,refund,low,false
6040,"General recommendation. I am casually looking for something good for video editing. Would HP LaserJet Printer be a good fit? No urgency, just exploring options at this stage",General recommendation,Product inquiry,Low,Chat,Closed,Nintendo Switch,1705276800,,55-64,product,low,false
2959,"Pricing question. I am just curious about the difference in pricing between the Sony WH-1000XM5 plans. I am not looking to change anything right now, just want to understand the options",Pricing question,Billing inquiry,Low,Social media,Closed,GoPro Hero,1712707200,2,25-34,billing,low,false
1995,Double charge. I was charged twice for my HP LaserJet Printer subscription this month. Both charges of $59.99 are showing on my bank statement. Need one refunded soon please,Double charge,Billing inquiry,High,Email,Pending Customer Response,Amazon Echo,1730419200,5,25-34,billing,urgent,false
2825,"Billing date preference. I was wondering if it is possible to change my billing date for GoPro Hero from the 15th to the 1st of the month. Just a preference, not urgent",Billing date preference,Billing inquiry,Low,Email,Pending Customer Response,GoPro Hero,1730419200,5,45-54,billing,low,false
7521,Old purchase query. I bought iPhone 15 a while back and never really got around to using it. I know I am probably outside the return window but wanted to ask just in case,Old purchase query,Refund request,Low,Email,Pending Customer Response,LG Smart TV,1708387200,4,35-44,refund,low,false
2377,Invoice needed. I need an official invoice for my Google Pixel 8 purchase for my company expense report. The confirmation email I received does not have enough detail for accounting,Invoice needed,Billing inquiry,Medium,Social media,Pending Customer Response,Amazon Echo,1730419200,3,45-54,billing,normal,false
7689,Trial charge. I think I was charged a small amount of $59.00 for a Sony WH-1000XM5 trial I forgot about. If possible I would like this refunded but it is not a big deal either way,Trial charge,Refund request,Low,Web,Open,LG Smart TV,1708387200,,25-34,refund,low,false
1343,"General question. I am trying to figure out the best settings for Google Pixel 8 to optimize battery life. Everything is working fine, just want to get the most out of it",General question,Technical issue,Low,Phone,Open,Samsung Galaxy S23,1708387200,4,25-34,technical,low,false
321,Service down. The Apple MacBook Pro service is down for our whole office. We cannot process any orders or access customer data. This is costing us money right now,Service down,Technical issue,Critical,Web,Pending Customer Response,iPhone 15,1709596800,3,25-34,technical,urgent,true
1620,Large unauthorized charge. There is a charge of $499.99 on my account that I did not authorize. I have never purchased anything that expensive from you. I need this reversed today,Large unauthorized charge,Billing inquiry,Critical,Chat,Open,Autodesk AutoCAD,1712707200,4,35-44,billing,urgent,true
3714,Unresolved issues. I want to cancel my Autodesk AutoCAD subscription. I have had ongoing technical issues for 6 months that have not been fixed despite multiple support tickets,Unresolved issues,Cancellation request,High,Web,Open,LG Smart TV,1712707200,3,45-54,cancellation,urgent,false
7686,Trial charge. I think I was charged a small amount of $59.00 for a Apple MacBook Pro trial I forgot about. If possible I would like this refunded but it is not a big deal either way,Trial charge,Refund request,Low,Web,Closed,Nintendo Switch,1709596800,1,18-24,refund,low,false
2061,Wrong amount billed. My invoice shows $29.99 but my contract says $29.99 per month. This has been wrong for 2 months. I need the overcharges corrected,Wrong amount billed,Billing inquiry,High,Chat,Open,Nintendo Switch,1712707200,,18-24,billing,urgent,false
8263,Urgent invoice needed. I need an invoice for my HP LaserJet Printer purchase urgently for a grant application I am submitting tomorrow. The confirmation email does not have all the details I need,Urgent invoice needed,Billing inquiry,High,Email,Open,LG Smart TV,1708387200,3,45-54,billing,urgent,false
2220,Payment not applied. I made a payment of $49.99 two weeks ago but my account still shows as overdue. The payment cleared my bank. Please apply it to my account,Payment not applied,Billing inquiry,High,Email,Open,Fitbit Charge 6,1705276800,1,45-54,billing,urgent,false
1674,Account suspended. My iPhone 15 account was suspended for non-payment but I have proof that I paid. I cannot access any of my data and have a business deadline tomorrow,Account suspended,Billing inquiry,Critical,Social media,Open,HP LaserJet Printer,1708387200,,35-44,billing,urgent,true
6039,"General recommendation. I am casually looking for something good for music production. Would Microsoft Office 365 be a good fit? No urgency, just exploring options at this stage",General recommendation,Product inquiry,Low,Email,Open,Google Pixel 8,1708387200,1,18-24,product,low,false
261,Service down. The iPhone 15 service is down for our whole office. We cannot process any orders or access customer data. This is costing us money right now,Service down,Technical issue,Critical,Chat,Pending Customer Response,Nintendo Switch,1705276800,1,35-44,technical,urgent,true
7415,"Small goodwill request. I had a minor issue with Dell XPS Laptop early on that has since been resolved. I was just wondering if any goodwill credit might be available, though I completely understand if not",Small goodwill request,Refund request,Low,Email,Closed,Autodesk AutoCAD,1709596800,4,18-24,refund,low,false
2040,Wrong amount billed. My invoice shows $59.99 but my contract says $59.00 per month. This has been wrong for 2 months. I need the overcharges corrected,Wrong amount billed,Billing inquiry,High,Social media,Closed,LG Smart TV,1709596800,2,45-54,billing,urgent,false
4786,Emergency procurement. Our current system completely failed this morning and we urgently need to know if Sony WH-1000XM5 can replace it for 50 users by tomorrow. Please respond today,Emergency procurement,Product inquiry,Critical,Web,Closed,Google Pixel 8,1708387200,4,35-44,product,urgent,true
902,Software bug. There is a bug in Apple MacBook Pro where the formatting gets messed up when I paste text. Does not happen every time. I found a workaround but it is a bit tedious,Software bug,Technical issue,Medium,Chat,Closed,Dell XPS Laptop,1705276800,2,25-34,technical,normal,false
3745,Cancellation not processed. I requested cancellation 30 days ago and received a confirmation but I was charged again this month. Please actually cancel my account this time,Cancellation not processed,Cancellation request,High,Email,Pending Customer Response,Nintendo Switch,1730419200,4,35-44,cancellation,urgent,false
6403,Multiple unauthorized charges. I found 3 unauthorized charges for Apple MacBook Pro on my account totaling $599.99. I never signed up for this. I need all charges reversed immediately,Multiple unauthorized charges,Refund request,Critical,Phone,Closed,Autodesk AutoCAD,1709596800,,45-54,refund,urgent,true
2027,Double charge. I was charged twice for my Adobe Creative Cloud subscription this month. Both charges of $79.00 are showing on my bank statement. Need one refunded soon please,Double charge,Billing inquiry,High,Web,Open,LG Smart TV,1712707200,,25-34,billing,urgent,false
6989,Wrong item refund. I received the wrong version of Sony WH-1000XM5 and had to purchase the correct one separately. I would like a refund of $79.00 for the incorrect item,Wrong item refund,Refund request,High,Social media,Pending Customer Response,Microsoft Office 365,1730419200,3,45-54,refund,urgent,false
4235,Budget reduction. I need to cancel my Dell XPS Laptop subscription as part of reducing my monthly expenses. Please process this before the next billing date on the 15th,Budget reduction,Cancellation request,Medium,Social media,Closed,Samsung Galaxy S23,1712707200,1,35-44,cancellation,normal,false
1918,Business suspended. Our company account has been suspended due to a billing error on your end. All 50 of my staff cannot work. This needs to be fixed today,Business suspended,Billing inquiry,Critical,Web,Open,Sony WH-1000XM5,1709596800,2,35-44,billing,urgent,true
1829,Repeated overcharges. I have been overcharged every month for 2 months. The total overcharge is now $499.99. I have emailed before but nothing has been fixed,Repeated overcharges,Billing inquiry,Critical,Web,Open,Amazon Echo,1705276800,1,18-24,billing,urgent,true
1574,Large unauthorized charge. There is a charge of $749.99 on my account that I did not authorize. I have never purchased anything that expensive from you. I need this reversed today,Large unauthorized charge,Billing inquiry,Critical,Phone,Open,Microsoft Office 365,1730419200,1,35-44,billing,urgent,true
4416,Future cancel inquiry. I am thinking about cancelling my Autodesk AutoCAD subscription at some point in the next few months. Can you let me know what the process involves?,Future cancel inquiry,Cancellation request,Low,Chat,Pending Customer Response,Microsoft Office 365,1708387200,1,35-44,cancellation,low,false
4750,Emergency procurement. Our current system completely failed this morning and we urgently need to know if GoPro Hero can replace it for 10 users by tomorrow. Please respond today,Emergency procurement,Product inquiry,Critical,Social media,Pending Customer Response,Nintendo Switch,1708387200,3,45-54,product,urgent,true
6234,"Feature curiosity. I was just wondering whether iPhone 15 supports multi-user access. Not planning to buy anything right now, just curious about the capability",Feature curiosity,Product inquiry,Low,Email,Closed,Microsoft Office 365,1730419200,1,35-44,product,low,false
7364,Refund status check. I submitted a refund request 3 days ago for Google Pixel 8 with ID REF-2024-045. Just checking on the status as I have not heard anything yet,Refund status check,Refund request,Medium,Email,Closed,iPhone 15,1708387200,3,35-44,refund,normal,false
4655,Addon removal. I would like to remove one of the add-on features from my Microsoft Office 365 plan. The main subscription is fine but I do not use the extra add-on at all,Addon removal,Cancellation request,Low,Social media,Closed,GoPro Hero,1730419200,3,55-64,cancellation,low,false
6284,Large fraudulent charge. I have been charged $599.99 for Autodesk AutoCAD that I never purchased. This is a huge amount and has caused me serious financial difficulty. I need this refunded today,Large fraudulent charge,Refund request,Critical,Chat,Pending Customer Response,Adobe Creative Cloud,1712707200,4,35-44,refund,urgent,true
4209,No longer needed. I would like to cancel my HP LaserJet Printer account. I was using it for a project that has now ended and I have no further use for the service,No longer needed,Cancellation request,Medium,Phone,Pending Customer Response,Samsung Galaxy S23,1709596800,1,18-24,cancellation,normal,false
4628,Addon removal. I would like to remove one of the add-on features from my Apple MacBook Pro plan. The main subscription is fine but I do not use the extra add-on at all,Addon removal,Cancellation request,Low,Phone,Open,Microsoft Office 365,1712707200,4,35-44,cancellation,low,false
225,Complete failure. My Google Pixel 8 will not turn on at all. Shows error ERR_502 and then goes black. I have a deadline today and cannot work without it,Complete failure,Technical issue,Critical,Web,Pending Customer Response,Amazon Echo,1730419200,,55-64,technical,urgent,true
724,Repeated crashes. My iPhone 15 crashes about 3 times a day. Sometimes I get a warning but usually it just closes. I have lost work several times because of this,Repeated crashes,Technical issue,High,Web,Closed,GoPro Hero,1709596800,,25-34,technical,urgent,false
7531,Old purchase query. I bought iPhone 15 a while back and never really got around to using it. I know I am probably outside the return window but wanted to ask just in case,Old purchase query,Refund request,Low,Social media,Closed,Adobe Creative Cloud,1709596800,2,18-24,refund,low,false
6980,Wrong item refund. I received the wrong version of iPhone 15 and had to purchase the correct one separately. I would like a refund of $79.00 for the incorrect item,Wrong item refund,Refund request,High,Web,Closed,Dell XPS Laptop,1712707200,5,55-64,refund,urgent,false
1142,Slow updates. Updates on Amazon Echo take much longer than they used to. What used to take 5 minutes now takes 30. The device still works fine otherwise,Slow updates,Technical issue,Medium,Chat,Closed,GoPro Hero,1712707200,4,25-34,technical,normal,false
5530,Product comparison. I am trying to decide between Adobe Creative Cloud and Model X Pro for my business. Could you help me understand the main differences between the two?,Product comparison,Product inquiry,Medium,Social media,Open,LG Smart TV,1708387200,2,55-64,product,normal,false
6470,Dangerous defective product. My HP LaserJet Printer overheated and caused damage to my desk. I need an immediate full refund of $59.99 and I will also be filing a safety complaint,Dangerous defective product,Refund request,Critical,Phone,Open,Samsung Galaxy S23,1712707200,5,25-34,refund,urgent,true
5765,Upgrade path. I have an older version of Sony WH-1000XM5 and am considering upgrading. What are the main new features in the latest version and what is the upgrade price?,Upgrade path,Product inquiry,Medium,Web,Closed,Google Pixel 8,1705276800,1,45-54,product,normal,false
7488,"Small goodwill request. I had a minor issue with iPhone 15 early on that has since been resolved. I was just wondering if any goodwill credit might be available, though I completely understand if not",Small goodwill request,Refund request,Low,Social media,Pending Customer Response,Apple MacBook Pro,1730419200,3,25-34,refund,low,false
5555,Specification question. I have some questions about Samsung Galaxy S23 specifications. Mainly I need to know the maximum resolution it supports. Taking my time on this decision,Specification question,Product inquiry,Medium,Phone,Open,HP LaserJet Printer,1712707200,4,18-24,product,normal,false
7963,Stop future charges. I would like to make sure I am not charged for Samsung Galaxy S23 next month. Please cancel the subscription before the next billing date on the 15th,Stop future charges,Cancellation request,Medium,Web,Pending Customer Response,Google Pixel 8,1708387200,4,35-44,cancellation,normal,false
2763,"Receipt copy. Could I get a copy of my HP LaserJet Printer receipt from 2024-01-15 for my personal records? No urgency at all, just need it for my files at some point",Receipt copy,Billing inquiry,Low,Social media,Open,Adobe Creative Cloud,1705276800,3,35-44,billing,low,false
847,Software bug. There is a bug in Microsoft Office 365 where the formatting gets messed up when I paste text. Does not happen every time. I found a workaround but it is a bit tedious,Software bug,Technical issue,Medium,Phone,Pending Customer Response,iPhone 15,1709596800,3,25-34,technical,normal,false
4290,Budget reduction. I need to cancel my Autodesk AutoCAD subscription as part of reducing my monthly expenses. Please process this before the next billing date on the 15th,Budget reduction,Cancellation request,Medium,Chat,Open,Autodesk AutoCAD,1705276800,1,65+,cancellation,normal,false
5561,Specification question. I have some questions about GoPro Hero specifications. Mainly I need to know the maximum processing speed it supports. Taking my time on this decision,Specification question,Product inquiry,Medium,Email,Pending Customer Response,Apple MacBook Pro,1709596800,2,45-54,product,normal,false
6718,Not as described. The HP LaserJet Printer I received is significantly different from what was advertised on the website. Key features are missing and I want a full refund of $99.00,Not as described,Refund request,High,Chat,Open,Samsung Galaxy S23,1705276800,,45-54,refund,urgent,false
5043,Same day decision. I need to make a purchasing decision on Samsung Galaxy S23 today as our budget expires at end of business. Can someone call me back within the hour?,Same day decision,Product inquiry,Critical,Chat,Pending Customer Response,GoPro Hero,1712707200,2,45-54,product,urgent,true
6118,Background research. I am just doing some background research on different products in this category. How does Google Pixel 8 compare to Model X Pro in general terms?,Background research,Product inquiry,Low,Chat,Closed,Microsoft Office 365,1712707200,5,55-64,product,low,false
2552,Discount missing. I used a promo code when I signed up for GoPro Hero but I do not see the discount on my first bill. Can you check whether it was applied properly?,Discount missing,Billing inquiry,Medium,Web,Open,Autodesk AutoCAD,1712707200,2,35-44,billing,normal,false
5726,Upgrade path. I have an older version of Google Pixel 8 and am considering upgrading. What are the main new features in the latest version and what is the upgrade price?,Upgrade path,Product inquiry,Medium,Web,Pending Customer Response,Dell XPS Laptop,1708387200,2,55-64,product,normal,false
2929,"Pricing question. I am just curious about the difference in pricing between the Autodesk AutoCAD plans. I am not looking to change anything right now, just want to understand the options",Pricing question,Billing inquiry,Low,Phone,Closed,Microsoft Office 365,1730419200,2,25-34,billing,low,false
118,Data loss. We have lost critical data on Fitbit Charge 6. Files from the past 5 days are completely gone. We have a client presentation tomorrow and this is a disaster,Data loss,Technical issue,Critical,Phone,Open,Sony WH-1000XM5,1709596800,2,65+,technical,urgent,true
646,Network problem. My iPhone 15 keeps dropping the connection every hour or so. I have to restart it each time which interrupts my work. Have tried resetting the router already,Network problem,Technical issue,High,Chat,Pending Customer Response,Google Pixel 8,1712707200,3,55-64,technical,urgent,false
5967,Future consideration. I might be interested in Fitbit Charge 6 at some point in the future. Is it available in my region and roughly what does it cost? No rush on a response,Future consideration,Product inquiry,Low,Email,Closed,Sony WH-1000XM5,1712707200,3,35-44,product,low,false
4,System outage. Our entire Samsung Galaxy S23 system is completely down. All 25 users cannot access anything and we are losing business every minute. Nothing is working at all,System outage,Technical issue,Critical,Chat,Open,Google Pixel 8,1709596800,1,45-54,technical,urgent,true
4171,No longer needed. I would like to cancel my LG Smart TV account. I was using it for a project that has now ended and I have no further use for the service,No longer needed,Cancellation request,Medium,Phone,Pending Customer Response,Apple MacBook Pro,1705276800,2,35-44,cancellation,normal,false
5852,"Casual inquiry. I was just browsing and came across Google Pixel 8. Out of curiosity, what does it actually do? I am not planning a purchase, just interested to learn more",Casual inquiry,Product inquiry,Low,Phone,Pending Customer Response,Apple MacBook Pro,1705276800,,25-34,product,low,false
468,Major feature broken. The export feature in LG Smart TV stopped working after last Tuesday's update. I use this feature every single day and cannot complete my work without it,Major feature broken,Technical issue,High,Email,Open,HP LaserJet Printer,1712707200,1,45-54,technical,urgent,false
6,System outage. Our entire Sony WH-1000XM5 system is completely down. All 100 users cannot access anything and we are losing business every minute. Nothing is working at all,System outage,Technical issue,Critical,Email,Pending Customer Response,Samsung Galaxy S23,1730419200,,35-44,technical,urgent,true
5343,Demo request. I would like to schedule a demo of LG Smart TV this week if possible. We are close to a purchasing decision and want to see it in action first,Demo request,Product inquiry,High,Social media,Closed,Nintendo Switch,1709596800,,55-64,product,urgent,false
920,Peripheral compatibility. My Fitbit Charge 6 does not always recognize my mouse when I plug it in. Sometimes I have to unplug and replug it a few times. Not a big deal but would like it fixed,Peripheral compatibility,Technical issue,Medium,Chat,Open,Apple MacBook Pro,1705276800,1,45-54,technical,normal,false
2596,Tax question. I have a question about the tax on my iPhone 15 invoice. The rate seems higher than I expected. Could you clarify how the tax was calculated?,Tax question,Billing inquiry,Medium,Phone,Open,Adobe Creative Cloud,1709596800,1,25-34,billing,normal,false
4325,Trial cancel. I signed up for the LG Smart TV free trial just to have a look. I have decided it is not quite what I need and would like to cancel before any charge happens,Trial cancel,Cancellation request,Low,Phone,Pending Customer Response,Google Pixel 8,1708387200,5,45-54,cancellation,low,false
1064,Battery concern. My Sony WH-1000XM5 battery seems to drain a bit faster than it used to. Goes from full to empty in about 5 hours instead of 7. Still manageable but wanted to flag it,Battery concern,Technical issue,Medium,Chat,Closed,iPhone 15,1709596800,3,45-54,technical,normal,false
2591,Tax question. I have a question about the tax on my Autodesk AutoCAD invoice. The rate seems higher than I expected. Could you clarify how the tax was calculated?,Tax question,Billing inquiry,Medium,Chat,Open,LG Smart TV,1712707200,2,35-44,billing,normal,false
243,Complete failure. My HP LaserJet Printer will not turn on at all. Shows error ERR_502 and then goes black. I have a deadline today and cannot work without it,Complete failure,Technical issue,Critical,Phone,Pending Customer Response,Microsoft Office 365,1709596800,,35-44,technical,urgent,true
7043,Standard return. I would like to return my Amazon Echo and get a refund. It is not quite what I expected but it works fine. I am within the return window so hoping this is straightforward,Standard return,Refund request,Medium,Chat,Closed,Sony WH-1000XM5,1705276800,5,18-24,refund,normal,false
7304,Accidental purchase. I accidentally bought the wrong Autodesk AutoCAD version and need a refund so I can buy the right one. The amount is $99.00 and I have not opened the packaging,Accidental purchase,Refund request,Medium,Chat,Pending Customer Response,Samsung Galaxy S23,1705276800,,18-24,refund,normal,false
1161,Slow updates. Updates on Sony WH-1000XM5 take much longer than they used to. What used to take 5 minutes now takes 30. The device still works fine otherwise,Slow updates,Technical issue,Medium,Phone,Pending Customer Response,Samsung Galaxy S23,1712707200,1,18-24,technical,normal,false
2871,"Billing date preference. I was wondering if it is possible to change my billing date for Microsoft Office 365 from the 15th to the 1st of the month. Just a preference, not urgent",Billing date preference,Billing inquiry,Low,Chat,Closed,LG Smart TV,1730419200,2,45-54,billing,low,false
3736,Unresolved issues. I want to cancel my Google Pixel 8 subscription. I have had ongoing technical issues for 1 months that have not been fixed despite multiple support tickets,Unresolved issues,Cancellation request,High,Phone,Closed,Dell XPS Laptop,1712707200,,18-24,cancellation,urgent,false
7925,Billing correction needed. There seems to be an error on my Google Pixel 8 account where I was charged $149.99 that I should not have been. I would like this amount returned to me,Billing correction needed,Refund request,Medium,Email,Pending Customer Response,Nintendo Switch,1712707200,,45-54,refund,normal,false
2398,Invoice needed. I need an official invoice for my Sony WH-1000XM5 purchase for my company expense report. The confirmation email I received does not have enough detail for accounting,Invoice needed,Billing inquiry,Medium,Phone,Pending Customer Response,Nintendo Switch,1730419200,2,45-54,billing,normal,false
3518,Cannot cancel online. I have been trying to cancel my Apple MacBook Pro subscription for 3 days but the cancel button on the portal does not work. I keep getting charged. Please help,Cannot cancel online,Cancellation request,High,Phone,Closed,Apple MacBook Pro,1709596800,2,25-34,cancellation,urgent,false
6987,Wrong item refund. I received the wrong version of iPhone 15 and had to purchase the correct one separately. I would like a refund of $49.99 for the incorrect item,Wrong item refund,Refund request,High,Email,Open,Adobe Creative Cloud,1709596800,,18-24,refund,urgent,false
3422,Stop all charges. Please stop all charges to my account for Samsung Galaxy S23 immediately. My financial details were compromised and I cannot have any more transactions going through,Stop all charges,Cancellation request,Critical,Chat,Open,LG Smart TV,1705276800,3,55-64,cancellation,urgent,true
2564,Discount missing. I used a promo code when I signed up for Samsung Galaxy S23 but I do not see the discount on my first bill. Can you check whether it was applied properly?,Discount missing,Billing inquiry,Medium,Web,Pending Customer Response,GoPro Hero,1712707200,,65+,billing,normal,false
6768,Not as described. The Dell XPS Laptop I received is significantly different from what was advertised on the website. Key features are missing and I want a full refund of $79.00,Not as described,Refund request,High,Email,Pending Customer Response,iPhone 15,1730419200,,35-44,refund,urgent,false
5623,Warranty inquiry. I would like to understand the warranty terms for GoPro Hero before I decide to purchase. What is covered and for how long?,Warranty inquiry,Product inquiry,Medium,Social media,Open,LG Smart TV,1712707200,,55-64,product,normal,false
1606,Large unauthorized charge. There is a charge of $1299.00 on my account that I did not authorize. I have never purchased anything that expensive from you. I need this reversed today,Large unauthorized charge,Billing inquiry,Critical,Email,Open,LG Smart TV,1712707200,,35-44,billing,urgent,true
8087,Compatibility question. I am having some issues with my current setup and am wondering if Microsoft Office 365 might solve them. Before purchasing I need to know if it works with iOS 17,Compatibility question,Product inquiry,Low,Social media,Closed,Google Pixel 8,1730419200,4,35-44,product,low,false
2325,Unexpected charge. I received an unexpected charge of $79.00 for Apple MacBook Pro that I was not notified about. I did not agree to any price increase. Need clarification urgently,Unexpected charge,Billing inquiry,High,Web,Open,Apple MacBook Pro,1709596800,1,45-54,billing,urgent,false
2710,Payment method. I need to update my credit card on file for Google Pixel 8. My old card expired and the portal gives me an error when I try to add the new one,Payment method,Billing inquiry,Medium,Phone,Open,Amazon Echo,1705276800,,35-44,billing,normal,false
